,transaction_id,terminal_id,customer_id,amount,currency,transaction_time,transaction_hour,transaction_weekday,payment_method,item_count,operator_id,device_id,batch_id,auth_code,response_code,network_type,session_id,reference_number,trace_id,pos_entry_mode,true_mcc,merchant_id,terminal_name,terminal_description,terminal_city,terminal_type,terminal_serial,terminal_version,merchant_name,merchant_city,items_total_price,items_mean_price,items_price_std,items_min_price,items_max_price,items_price_range,items_text,is_weekend,text,amount_log,items_price_cv,items_vs_amount,terminal_name_len,terminal_desc_len,items_text_len,amount_per_item,items_price_skew,is_single_item_expensive,items_vs_amount_gap,price_roundness,item_count_bucket,avg_price_bucket,item_count_vs_price
29,TX00001281,T000245,C000145,437.71,EUR,2024-01-23 21:00:00,21,Tuesday,MOBILE,3,OP55,DEV-E825,B2200,29449,0,WIFI,c05c1b66,REF73073898,09dfb488-a9bd-4880-9ee1-b4a5d3860a98,5,5941,M00124,LOCATION,piece unit regular piece,PHX,ONL,SN424131229,1.6.49,OUTLET004,PHX,176.24,58.74666666666667,38.05175992425755,24.82,99.89,75.07,wointer thing thing,0,wointer thing thing piece unit regular piece phx,6.083838602532844,1.5438620127847584,0.40264101802563346,8,24,19,145.85471509496836,0.700339871654477,0,0.5973576172405994,0,1,3,176.24
30,TX00001085,T000202,C000265,155.0,GBP,2024-11-22 13:00:00,13,Friday,MOBILE,4,OP50,DEV-D124,B2748,821289,0,4G,03a257ce,REF47489167,613ea606-d19a-4ff1-89d0-384370d16b26,7,5261,M00104,PLACE,service stuff ino practicelity,PHX,POS,SN516189745,4.6.98,PLAZA002,PHX,195.78,48.945,33.88350483642447,10.38,88.89,78.51,spilntered zephyor object asohr sblinteed unit,0,spilntered zephyor object asohr sblinteed unit service stuff ino practicelity phx,5.049856007249537,1.4445081828543473,1.2630967741935484,5,30,46,38.74031492126968,0.8161034609569731,0,0.26309507680595606,0,2,2,195.78
31,TX00000610,T000115,C000453,267.08,USD,2024-05-08 11:00:00,11,Wednesday,MOBILE,1,OP12,DEV-C105,B4563,435348,0,5G,3fd833c5,REF94799875,3bcdfbb1-be00-4ec0-8474-3dce4aec5766,5,5311,M00060,LOCATION,thing regular regular regular regular,LA,ONL,SN571199952,4.1.2,B3,LA,6.07,6.07,0.0,6.07,6.07,0.0,taeztry,0,taeztry thing regular regular regular regular la,5.591285443429055,inf,0.02272727272727273,8,37,7,266.8131868131868,0.0,1,0.9772690681853072,0,0,1,6.07
32,TX00001284,T000242,C000095,479.32,EUR,2024-07-26 17:00:00,17,Friday,MOBILE,2,OP52,DEV-E608,B7520,57780,0,5G,e50df5b0,REF57404655,29688471-e6e2-4bc9-bc0e-320682478e24,81,5941,M00123,SHOP,regular thing thing regular regular,NYC,ONL,SN114147852,3.8.87,MART001,NYC,74.24,37.12,19.62928424573856,23.24,51.0,27.76,elestial item item,0,elestial item item regular thing thing regular regular nyc,6.174452548445097,1.8910521410406802,0.15488608862555286,4,35,18,239.54022988505747,0.37391234072357976,0,0.8451121482263452,0,1,2,74.24
33,TX00001041,T000197,C000495,189.37,EUR,2024-01-19 12:00:00,12,Friday,CARD,2,OP46,DEV-D275,B5159,716658,0,4G,fb10c542,REF55856072,b56c21d5-5ae7-4b58-b715-b3c2c15e6a88,81,5261,M00102,LOCATION,stuff stuff service basic common,PHX,ONL,SN346184278,5.5.93,A3,PHX,35.21,17.605,22.21022399706946,1.9,33.31,31.410000000000004,gliaow unit alluar,0,gliaow unit alluar stuff stuff service basic common phx,5.248969546917698,0.7926529692957127,0.18593230184295295,8,32,18,94.6376811594203,0.892025445870726,1,0.8140633993589304,0,1,1,35.21
34,TX00000220,T000039,C000305,60.28,GBP,2024-11-02 15:00:00,15,Saturday,CARD,5,OP10,DEV-A802,B4781,213084,0,5G,78277efb,REF12351359,3aa6d5f8-6413-4ca5-923a-8b4164c6fbc4,91,5812,M00020,PLACE,stuff stuff basic thing,NYC,POS,SN521226750,2.8.46,STORE004,NYC,266.76,53.352,30.233112145460645,10.15,81.52,71.36999999999999,item object emabrk fracatued unotamed stuff listeing,1,item object emabrk fracatued unotamed stuff listeing stuff stuff basic thing nyc,4.1154535254323354,1.7646876624314225,4.425348374253484,5,23,52,12.053589282143571,0.5279553164770491,0,3.4252915512350492,0,2,3,266.76
35,TX00000339,T000072,C000083,24.71,GBP,2024-05-28 20:00:00,20,Tuesday,CASH,4,OP02,DEV-A614,B2851,280210,0,4G,33c662e5,REF79355175,24f484c2-e618-4512-ac2a-1af14e43fa10,91,5814,M00036,PLACE,basic general general general basic,NYC,POS,SN771426691,1.4.59,OUTLET001,NYC,140.81,35.2025,23.189693651850316,18.09,68.84,50.75,axioim stuff praech hasig,0,axioim stuff praech hasig basic general general general basic nyc,3.246880021277798,1.5180235033933351,5.698502630513961,5,35,25,6.1759560109972504,0.9555157867825643,0,4.698312492412286,0,2,2,140.81
36,TX00000423,T000077,C000049,62.67,USD,2024-09-23 07:00:00,7,Monday,CASH,1,OP20,DEV-C233,B6325,492638,0,LAN,65d28f9d,REF63082648,8b31509f-cfaa-4d15-9601-08c74f463497,91,5651,M00040,LOCATION,basic service unit general service,LA,KSK,SN465159894,4.4.33,A2,LA,18.31,18.31,0.0,18.31,18.31,0.0,meadowboaund cho,0,meadowboaund cho basic service unit general service la,4.153713494028934,inf,0.2921653103558321,8,34,16,62.60739260739262,0.0,1,0.7078233951907581,0,0,1,18.31
37,TX00000428,T000090,C000055,96.55,USD,2024-03-07 12:00:00,12,Thursday,CASH,2,OP13,DEV-C634,B4023,493463,0,5G,8080460b,REF49514706,df445f3c-13d4-4c65-97cb-284dd9272738,5,5651,M00048,LOCATION,piece piece basic common,CHI,MOB,SN235142536,3.9.82,A1,CHI,164.6,82.3,4.171930009000635,79.35,85.25,5.900000000000006,element part iverwind,0,element part iverwind piece piece basic common chi,4.5803650670691205,19.727080709034848,1.7048161574313827,8,24,21,48.25087456271864,0.03584403591693908,0,0.7048088574950025,0,1,3,164.6
38,TX00001105,T000231,C000019,81.0,GBP,2024-04-11 10:00:00,10,Thursday,MOBILE,2,OP42,DEV-D733,B4109,832664,0,4G,d6a984d1,REF11440873,834475d7-43ae-4e0a-8328-3320fd5f38a4,91,5995,M00118,PLACE,standard common standard standard standard standard,NYC,KSK,SN709524796,5.2.36,STORE001,NYC,87.12,43.56,5.176021638285531,39.9,47.22,7.32,fabele luminios,0,fabele luminios standard common standard standard standard standard nyc,4.406719247264253,8.41572988756448,1.0755555555555556,5,51,15,40.47976011994003,0.08402010973118149,0,0.07555462278243484,0,1,2,87.12
39,TX00000076,T000017,C000068,259.27,USD,2024-06-27 08:00:00,8,Thursday,CASH,4,OP06,DEV-A350,B8562,189609,5,4G,87c01a3b,REF80265183,b59d515c-064a-42d7-bd45-4ce36155a66a,7,5411,M00008,PLACE,regular stuff regular hcare regular chece,HOU,ONL,SN131116028,2.5.47,XYZ003,HOU,135.56,33.89,42.96020561713674,2.41,96.78,94.37,item part unit piece ecilpse,0,item part unit piece ecilpse regular stuff regular hcare regular chece hou,5.561719553725808,0.7888695948531809,0.5228526246769777,5,41,28,64.80129967508122,1.8556548936295774,0,0.477145534980773,0,2,2,135.56
40,TX00001391,T000272,C000286,221.65,GBP,2024-04-13 15:00:00,15,Saturday,MOBILE,4,OP55,DEV-E486,B2011,14113,0,5G,4a954b83,REF98647615,37d74954-af20-4183-8711-0517055b70b4,91,5942,M00138,PLACE,standard general regular general,LA,MOB,SN434231344,3.7.88,SHOP005,LA,238.93,59.7325,38.04115611194451,8.99,89.16,80.17,vains item element uscettered,1,vains item element uscettered standard general regular general la,5.405601031767711,1.5702072729920173,1.0779607489284908,5,32,29,55.398650337415646,0.4926465048925644,0,0.07796039720100519,0,2,3,238.93
41,TX00000439,T000080,C000474,75.18,EUR,2024-09-04 21:00:00,21,Wednesday,MOBILE,4,OP23,DEV-C401,B6223,447324,0,LAN,d91077c6,REF43571334,4dc5010d-ca60-426d-b11f-4c28e56165b7,5,5651,M00042,PLACE,oseamlessly blendinueg treds piece grace,LA,MOB,SN715196413,3.8.70,STORE003,LA,275.94,68.985,40.82428239826554,10.69,99.88,89.19,part part whsipeing emberlihgt zeernity part flere,0,part part whsipeing emberlihgt zeernity part flere oseamlessly blendinueg treds piece grace la,4.333098961050458,1.6898031256743142,3.6703910614525137,5,40,50,18.7903024243939,0.44784449018641453,0,2.670355541958739,1,2,3,275.94
42,TX00001336,T000261,C000409,24.48,EUR,2024-07-15 23:00:00,23,Monday,CASH,4,OP55,DEV-E504,B2781,930722,0,4G,27e57e93,REF43975606,cf57fc86-9900-47a9-819b-4ead29b4e404,7,5942,M00132,SHOP,stuff thing stuff thing,LA,ONL,SN564232972,1.2.42,SHOP005,LA,176.16,44.04,11.115415721720296,31.3,53.81,22.51,object amiber part,0,object amiber part stuff thing stuff thing la,3.2378938307039626,3.962065036752766,7.196078431372548,4,23,18,6.118470382404398,0.22183874117299798,0,6.195825333932437,1,2,2,176.16
43,TX00000864,T000161,C000480,411.56,USD,2024-09-25 15:00:00,15,Wednesday,CARD,2,OP38,DEV-B979,B9546,556524,5,WIFI,05e594de,REF88701173,04bfbfa7-f636-456f-930c-0a991a5fa584,7,5912,M00083,SHOP,standard standard common common,NYC,POS,SN781210773,2.1.45,XYZ002,NYC,107.54,53.77,53.315851301465685,16.07,91.47,75.4,element mtoion,0,element mtoion standard standard common common nyc,6.022381649742703,1.0085180802228293,0.2612984740985519,4,31,14,205.67716141929037,0.7011214223280205,1,0.7386997310240766,0,1,3,107.54
